start,end,defense_system,genome,seqid,source,system,class,original,defense_system2
4921595,4929934,RM_type_I,GCA_001721825.1,CP012583.1,padloc,RM,RM,RM_type_I,RM I
1520069,1524011,RM_type_II,GCA_001721825.1,CP012583.1,padloc,RM,RM,RM_type_II,RM II
6189532,6202578,brex_type_III,GCA_001721825.1,CP012583.1,padloc,BREX,RM,brex_type_III,BREX III
2935736,2943875,cas_type_I-F1,GCA_001721825.1,CP012583.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
4689640,4691592,cbass_type_I,GCA_001721825.1,CP012583.1,padloc,CBASS,Abi,cbass_type_I,CBASS I
4909683,4919346,druantia_type_III,GCA_001721825.1,CP012583.1,padloc,Druantia,Unknown,druantia_type_III,Druantia III
4950453,4957024,wadjet_type_I,GCA_001721825.1,CP012583.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
4717686,4724242,RM_type_I,GCA_001721845.1,CP012584.1,padloc,RM,RM,RM_type_I,RM I
4922820,4931159,RM_type_I,GCA_001721845.1,CP012584.1,padloc,RM,RM,RM_type_I,RM I
1521305,1525247,RM_type_II,GCA_001721845.1,CP012584.1,padloc,RM,RM,RM_type_II,RM II
6190756,6203802,brex_type_III,GCA_001721845.1,CP012584.1,padloc,BREX,RM,brex_type_III,BREX III
2936970,2945109,cas_type_I-F1,GCA_001721845.1,CP012584.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
4459396,4461348,cbass_type_I,GCA_001721845.1,CP012584.1,padloc,CBASS,Abi,cbass_type_I,CBASS I
4910908,4920571,druantia_type_III,GCA_001721845.1,CP012584.1,padloc,Druantia,Unknown,druantia_type_III,Druantia III
4951678,4958249,wadjet_type_I,GCA_001721845.1,CP012584.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
3133107,3134105,AbiD,GCA_001722005.2,CP017099.1,padloc,AbiD,Abi,AbiD,AbiD
3129389,3137163,RM_type_I,GCA_001722005.2,CP017099.1,padloc,RM,RM,RM_type_I,RM I
1978864,1986019,mza,GCA_001722005.2,CP017099.1,padloc,mza,Unknown,mza,mza
4426758,4433314,RM_type_I,GCA_001722025.1,CP012579.1,padloc,RM,RM,RM_type_I,RM I
4921606,4929945,RM_type_I,GCA_001722025.1,CP012579.1,padloc,RM,RM,RM_type_I,RM I
1520068,1524010,RM_type_II,GCA_001722025.1,CP012579.1,padloc,RM,RM,RM_type_II,RM II
6189543,6202589,brex_type_III,GCA_001722025.1,CP012579.1,padloc,BREX,RM,brex_type_III,BREX III
2935735,2943874,cas_type_I-F1,GCA_001722025.1,CP012579.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
4689652,4691604,cbass_type_I,GCA_001722025.1,CP012579.1,padloc,CBASS,Abi,cbass_type_I,CBASS I
4909694,4919357,druantia_type_III,GCA_001722025.1,CP012579.1,padloc,Druantia,Unknown,druantia_type_III,Druantia III
4950464,4957035,wadjet_type_I,GCA_001722025.1,CP012579.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
4422872,4429428,RM_type_I,GCA_001722045.1,CP012582.1,padloc,RM,RM,RM_type_I,RM I
4878723,4887062,RM_type_I,GCA_001722045.1,CP012582.1,padloc,RM,RM,RM_type_I,RM I
1520067,1524009,RM_type_II,GCA_001722045.1,CP012582.1,padloc,RM,RM,RM_type_II,RM II
6146660,6159706,brex_type_III,GCA_001722045.1,CP012582.1,padloc,BREX,RM,brex_type_III,BREX III
2935735,2943874,cas_type_I-F1,GCA_001722045.1,CP012582.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
4454298,4456250,cbass_type_I,GCA_001722045.1,CP012582.1,padloc,CBASS,Abi,cbass_type_I,CBASS I
4866811,4876474,druantia_type_III,GCA_001722045.1,CP012582.1,padloc,Druantia,Unknown,druantia_type_III,Druantia III
4907581,4914152,wadjet_type_I,GCA_001722045.1,CP012582.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
4026257,4029086,Helicase-DUF2290,GCA_001729505.1,CP017149.1,padloc,Helicase-DUF2290,Unknown,Helicase-DUF2290,Helicase-DUF2290
2416841,2425131,RM_type_I,GCA_001729505.1,CP017149.1,padloc,RM,RM,RM_type_I,RM I
4727103,4729387,retron_I-B,GCA_001729505.1,CP017149.1,padloc,Retron,Retron,retron_I-B,Retron I-B
3382670,3383659,AbiD,GCA_001746815.1,CP014693.1,padloc,AbiD,Abi,AbiD,AbiD
4615479,4616829,AbiE,GCA_001746815.1,CP014693.1,padloc,AbiE,Abi,AbiE,AbiE
6372689,6377085,cbass_type_II,GCA_001746815.1,CP014693.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
2887088,2890001,GAO_20,GCA_001747385.1,CP017296.1,padloc,GAO_20,Unknown,GAO_20,GAO_20
4013060,4015486,RM_type_II,GCA_001747385.1,CP017296.1,padloc,RM,RM,RM_type_II,RM II
3994907,3997696,RM_type_IIG,GCA_001747385.1,CP017296.1,padloc,RM,RM,RM_type_IIG,RM IIG
1846324,1850390,gabija,GCA_001747385.1,CP017296.1,padloc,Gabija,Unknown,gabija,Gabija
1002985,1004656,AbiE,GCA_001750705.1,CP017353.1,padloc,AbiE,Abi,AbiE,AbiE
1019876,1021414,RM_type_II,GCA_001750705.1,CP017353.1,padloc,RM,RM,RM_type_II,RM II
1025196,1029599,RM_type_IIG,GCA_001750705.1,CP017353.1,padloc,RM,RM,RM_type_IIG,RM IIG
4051837,4054620,RM_type_IIG,GCA_001750705.1,CP017353.1,padloc,RM,RM,RM_type_IIG,RM IIG
1021436,1042945,disarm_type_I,GCA_001750705.1,CP017353.1,padloc,DISARM,RM,disarm_type_I,DISARM I
3823188,3825724,pycsar_effector,GCA_001750705.1,CP017353.1,padloc,Pyscar,Abi,pycsar_effector,Pycsar
913692,914681,AbiD,GCA_001767335.1,CP016212.1,padloc,AbiD,Abi,AbiD,AbiD
759396,763246,gabija,GCA_001767335.1,CP016212.1,padloc,Gabija,Unknown,gabija,Gabija
6711473,6712615,PrrC,GCA_001792835.1,CP015001.1,padloc,PrrC,Abi,PrrC,PrrC
6708379,6715478,RM_type_I,GCA_001792835.1,CP015001.1,padloc,RM,RM,RM_type_I,RM I
2667042,2669557,RM_type_II,GCA_001792835.1,CP015001.1,padloc,RM,RM,RM_type_II,RM II
2442034,2447002,RM_type_III,GCA_001792835.1,CP015001.1,padloc,RM,RM,RM_type_III,RM III
5430883,5438493,cas_type_I-C,GCA_001792835.1,CP015001.1,padloc,CRISPR,CRISPR,cas_type_I-C,CRISPR I-C
3640852,3645055,gabija,GCA_001792835.1,CP015001.1,padloc,Gabija,Unknown,gabija,Gabija
625757,629198,ietAS,GCA_001792835.1,CP015001.1,padloc,ietAS,Unknown,ietAS,ietAS
629506,631877,septu_type_I,GCA_001792835.1,CP015001.1,padloc,Septu,Unknown,septu_type_I,Septu I
6918753,6919895,PrrC,GCA_001792855.1,CP015002.1,padloc,PrrC,Abi,PrrC,PrrC
6915659,6922734,RM_type_I,GCA_001792855.1,CP015002.1,padloc,RM,RM,RM_type_I,RM I
2699023,2701538,RM_type_II,GCA_001792855.1,CP015002.1,padloc,RM,RM,RM_type_II,RM II
2474015,2478983,RM_type_III,GCA_001792855.1,CP015002.1,padloc,RM,RM,RM_type_III,RM III
5185293,5190310,RM_type_III,GCA_001792855.1,CP015002.1,padloc,RM,RM,RM_type_III,RM III
5620636,5626779,cas_type_I-C,GCA_001792855.1,CP015002.1,padloc,CRISPR,CRISPR,cas_type_I-C,CRISPR I-C
625757,629198,ietAS,GCA_001792855.1,CP015002.1,padloc,ietAS,Unknown,ietAS,ietAS
6996563,6997705,PrrC,GCA_001792875.1,CP015003.1,padloc,PrrC,Abi,PrrC,PrrC
6993469,7000576,RM_type_I,GCA_001792875.1,CP015003.1,padloc,RM,RM,RM_type_I,RM I
2834016,2836531,RM_type_II,GCA_001792875.1,CP015003.1,padloc,RM,RM,RM_type_II,RM II
2609008,2613976,RM_type_III,GCA_001792875.1,CP015003.1,padloc,RM,RM,RM_type_III,RM III
5383753,5388770,RM_type_III,GCA_001792875.1,CP015003.1,padloc,RM,RM,RM_type_III,RM III
625750,629191,ietAS,GCA_001792875.1,CP015003.1,padloc,ietAS,Unknown,ietAS,ietAS
4161818,4162816,AbiD,GCA_001839655.2,CP056087.1,padloc,AbiD,Abi,AbiD,AbiD
4158100,4165750,RM_type_I,GCA_001839655.2,CP056087.1,padloc,RM,RM,RM_type_I,RM I
3300999,3304337,RM_type_II,GCA_001839655.2,CP056087.1,padloc,RM,RM,RM_type_II,RM II
3926459,3928210,RM_type_IV,GCA_001839655.2,CP056087.1,padloc,RM,RM,RM_type_IV,RM IV
4167199,4168125,RM_type_IV,GCA_001839655.2,CP056087.1,padloc,RM,RM,RM_type_IV,RM IV
2670767,2676248,cbass_type_II,GCA_001839655.2,CP056087.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
3927142,3928832,AbiE,GCA_001854125.1,CP017715.1,padloc,AbiE,Abi,AbiE,AbiE
1242585,1249157,RM_type_I,GCA_001854125.1,CP017715.1,padloc,RM,RM,RM_type_I,RM I
1405340,1407697,RM_type_II,GCA_001854125.1,CP017715.1,padloc,RM,RM,RM_type_II,RM II
1383829,1386957,RM_type_IV,GCA_001854125.1,CP017715.1,padloc,RM,RM,RM_type_IV,RM IV
1399222,1400955,RM_type_IV,GCA_001854125.1,CP017715.1,padloc,RM,RM,RM_type_IV,RM IV
105403,108270,ppl,GCA_001854125.1,CP017715.1,padloc,ppl,Unknown,ppl,ppl
3936835,3940039,viperin_toxin,GCA_001854125.1,CP017715.1,padloc,Viperin,Chemical,viperin_toxin,Viperin
7008687,7009829,PrrC,GCA_001870265.1,CP014999.1,padloc,PrrC,Abi,PrrC,PrrC
7005593,7012688,RM_type_I,GCA_001870265.1,CP014999.1,padloc,RM,RM,RM_type_I,RM I
2697771,2700286,RM_type_II,GCA_001870265.1,CP014999.1,padloc,RM,RM,RM_type_II,RM II
2472763,2477731,RM_type_III,GCA_001870265.1,CP014999.1,padloc,RM,RM,RM_type_III,RM III
5248560,5253577,RM_type_III,GCA_001870265.1,CP014999.1,padloc,RM,RM,RM_type_III,RM III
5683903,5690076,cas_type_I-C,GCA_001870265.1,CP014999.1,padloc,CRISPR,CRISPR,cas_type_I-C,CRISPR I-C
625763,629204,ietAS,GCA_001870265.1,CP014999.1,padloc,ietAS,Unknown,ietAS,ietAS
3026547,3028047,AbiE,GCA_001874465.1,CP017969.1,padloc,AbiE,Abi,AbiE,AbiE
4771472,4775019,hachiman_type_I,GCA_001874465.1,CP017969.1,padloc,Hachiman,Unknown,hachiman_type_I,Hachiman I
830096,832632,pycsar_effector,GCA_001874465.1,CP017969.1,padloc,Pyscar,Abi,pycsar_effector,Pycsar
4785964,4793837,zorya_type_I,GCA_001874465.1,CP017969.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
485025,491592,RM_type_I,GCA_001874645.1,CP017886.1,padloc,RM,RM,RM_type_I,RM I
4738370,4742642,hachiman_type_I,GCA_001874645.1,CP017886.1,padloc,Hachiman,Unknown,hachiman_type_I,Hachiman I
122291,123751,shedu,GCA_001874645.1,CP017887.1,padloc,Shedu,Unknown,shedu,Shedu
1428395,1432246,DRT_class_III,GCA_001878715.1,CP017951.1,padloc,DRT,Unknown,DRT_class_III,DRT III
1599053,1601016,RM_type_II,GCA_001878715.1,CP017951.1,padloc,RM,RM,RM_type_II,RM II
786137,787057,RM_type_IV,GCA_001878715.1,CP017951.1,padloc,RM,RM,RM_type_IV,RM IV
783647,785951,darTG,GCA_001878715.1,CP017951.1,padloc,darTG,TA,darTG,darTG
634450,643558,RM_type_I,GCA_001879525.1,CP013113.1,padloc,RM,RM,RM_type_I,RM I
4223581,4224561,shedu,GCA_001879525.1,CP013113.1,padloc,Shedu,Unknown,shedu,Shedu
8068,16329,RM_type_I,GCA_001886975.1,CP017073.1,padloc,RM,RM,RM_type_I,RM I
5297483,5304988,RM_type_I,GCA_001886975.1,CP017073.1,padloc,RM,RM,RM_type_I,RM I
5296526,5297437,RM_type_IV,GCA_001886975.1,CP017073.1,padloc,RM,RM,RM_type_IV,RM IV
5752951,5755291,darTG,GCA_001886975.1,CP017073.1,padloc,darTG,TA,darTG,darTG
4338989,4342807,dsr1,GCA_001886975.1,CP017073.1,padloc,dsr,Abi,dsr1,dsr I
5308113,5313524,hhe,GCA_001886975.1,CP017073.1,padloc,hhe,Unknown,hhe,hhe
11213,12478,kiwa,GCA_001886975.1,CP017073.1,padloc,Kiwa,Unknown,kiwa,Kiwa
3711270,3713752,septu_type_I,GCA_001886975.1,CP017073.1,padloc,Septu,Unknown,septu_type_I,Septu I
3979098,3980387,DRT_class_II,GCA_001900195.1,CP013477.1,padloc,DRT,Unknown,DRT_class_II,DRT II
4113613,4121998,cas_type_I-E,GCA_001900195.1,CP013477.1,padloc,CRISPR,CRISPR,cas_type_I-E,CRISPR I-E
2794758,2802897,cas_type_I-F1,GCA_001900195.1,CP013477.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
1077724,1080999,hachiman_type_I,GCA_001900195.1,CP013477.1,padloc,Hachiman,Unknown,hachiman_type_I,Hachiman I
3979098,3980387,DRT_class_II,GCA_001900225.1,CP013478.1,padloc,DRT,Unknown,DRT_class_II,DRT II
4113616,4122001,cas_type_I-E,GCA_001900225.1,CP013478.1,padloc,CRISPR,CRISPR,cas_type_I-E,CRISPR I-E
2794758,2802897,cas_type_I-F1,GCA_001900225.1,CP013478.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
1077724,1080999,hachiman_type_I,GCA_001900225.1,CP013478.1,padloc,Hachiman,Unknown,hachiman_type_I,Hachiman I
1955132,1956421,DRT_class_II,GCA_001900265.1,CP013479.1,padloc,DRT,Unknown,DRT_class_II,DRT II
1813521,1821906,cas_type_I-E,GCA_001900265.1,CP013479.1,padloc,CRISPR,CRISPR,cas_type_I-E,CRISPR I-E
3132622,3140761,cas_type_I-F1,GCA_001900265.1,CP013479.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
4854520,4857795,hachiman_type_I,GCA_001900265.1,CP013479.1,padloc,Hachiman,Unknown,hachiman_type_I,Hachiman I
323394,324840,AbiE,GCA_001908395.1,CP018743.1,padloc,AbiE,Abi,AbiE,AbiE
2189490,2191603,RM_type_II,GCA_001908395.1,CP018743.1,padloc,RM,RM,RM_type_II,RM II
6084057,6089280,cbass_type_II,GCA_001908395.1,CP018743.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
97734,101155,ietAS,GCA_001908395.1,CP018743.1,padloc,ietAS,Unknown,ietAS,ietAS
5109141,5112520,ietAS,GCA_001908395.1,CP018743.1,padloc,ietAS,Unknown,ietAS,ietAS
2182316,2189437,mza,GCA_001908395.1,CP018743.1,padloc,mza,Unknown,mza,mza
5106716,5108542,retron_I-C,GCA_001908395.1,CP018743.1,padloc,Retron,Retron,retron_I-C,Retron I-C
1470046,1472523,thoeris_type_I,GCA_001908395.1,CP018743.1,padloc,Thoeris,Abi,thoeris_type_I,Thoeris I
4021419,4028325,AVAST_type_III,GCA_001913135.1,CP018758.1,padloc,AVAST,Unknown,AVAST_type_III,AVAST III
2209752,2210687,RM_type_IV,GCA_001913135.1,CP018758.1,padloc,RM,RM,RM_type_IV,RM IV
2246886,2249426,thoeris_type_I,GCA_001913135.1,CP018758.1,padloc,Thoeris,Abi,thoeris_type_I,Thoeris I
6593,12826,RM_type_I,GCA_001913215.1,CP017007.1,padloc,RM,RM,RM_type_I,RM I
183182,186176,RM_type_II,GCA_001913215.1,CP017007.1,padloc,RM,RM,RM_type_II,RM II
640802,643109,darTG,GCA_001913215.1,CP017007.1,padloc,darTG,TA,darTG,darTG
3406655,3409419,gabija,GCA_001913215.1,CP017007.1,padloc,Gabija,Unknown,gabija,Gabija
6599839,6603589,gabija,GCA_001913215.1,CP017007.1,padloc,Gabija,Unknown,gabija,Gabija
6609767,6614725,qatABCD,GCA_001913215.1,CP017007.1,padloc,qatABCD,Unknown,qatABCD,qatABCD
469674,471383,retron_I-C,GCA_001913215.1,CP017007.1,padloc,Retron,Retron,retron_I-C,Retron I-C
469674,471383,retron_XII,GCA_001913215.1,CP017007.1,padloc,Retron,Retron,retron_XII,Retron XII
1188076,1190150,septu_type_I,GCA_001913215.1,CP017007.1,padloc,Septu,Unknown,septu_type_I,Septu I
5923409,5925318,septu_type_I,GCA_001913215.1,CP017007.1,padloc,Septu,Unknown,septu_type_I,Septu I
6593,12826,RM_type_I,GCA_001913235.1,CP017009.1,padloc,RM,RM,RM_type_I,RM I
183182,186176,RM_type_II,GCA_001913235.1,CP017009.1,padloc,RM,RM,RM_type_II,RM II
640802,643109,darTG,GCA_001913235.1,CP017009.1,padloc,darTG,TA,darTG,darTG
3303974,3306738,gabija,GCA_001913235.1,CP017009.1,padloc,Gabija,Unknown,gabija,Gabija
6480718,6484468,gabija,GCA_001913235.1,CP017009.1,padloc,Gabija,Unknown,gabija,Gabija
6490646,6495604,qatABCD,GCA_001913235.1,CP017009.1,padloc,qatABCD,Unknown,qatABCD,qatABCD
469673,471382,retron_I-C,GCA_001913235.1,CP017009.1,padloc,Retron,Retron,retron_I-C,Retron I-C
469673,471382,retron_XII,GCA_001913235.1,CP017009.1,padloc,Retron,Retron,retron_XII,Retron XII
1188077,1190151,septu_type_I,GCA_001913235.1,CP017009.1,padloc,Septu,Unknown,septu_type_I,Septu I
5804287,5806196,septu_type_I,GCA_001913235.1,CP017009.1,padloc,Septu,Unknown,septu_type_I,Septu I
1494015,1495686,AbiE,GCA_001941865.1,CP016162.1,padloc,AbiE,Abi,AbiE,AbiE
221470,230035,RM_type_I,GCA_001941865.1,CP016162.1,padloc,RM,RM,RM_type_I,RM I
5079863,5086569,RM_type_I,GCA_001941865.1,CP016162.1,padloc,RM,RM,RM_type_I,RM I
1248816,1253711,RM_type_IIG,GCA_001941865.1,CP016162.1,padloc,RM,RM,RM_type_IIG,RM IIG
2371666,2378296,RM_type_III,GCA_001941865.1,CP016162.1,padloc,RM,RM,RM_type_III,RM III
5188461,5199230,cas_type_I-F1,GCA_001941865.1,CP016162.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
4888026,4889938,cbass_type_I,GCA_001941865.1,CP016162.1,padloc,CBASS,Abi,cbass_type_I,CBASS I
4357946,4361817,hachiman_type_II,GCA_001941865.1,CP016162.1,padloc,Hachiman,Unknown,hachiman_type_II,Hachiman II
4371309,4381112,mza,GCA_001941865.1,CP016162.1,padloc,mza,Unknown,mza,mza
2399578,2405169,RM_type_I,GCA_001952935.1,CP018319.1,padloc,RM,RM,RM_type_I,RM I
3188180,3189100,RM_type_IV,GCA_001952935.1,CP018319.1,padloc,RM,RM,RM_type_IV,RM IV
3185708,3188015,darTG,GCA_001952935.1,CP018319.1,padloc,darTG,TA,darTG,darTG
2082474,2086192,gabija,GCA_001952935.1,CP018319.1,padloc,Gabija,Unknown,gabija,Gabija
2379438,2380915,septu_type_I,GCA_001952935.1,CP018319.1,padloc,Septu,Unknown,septu_type_I,Septu I
3486967,3489973,septu_type_I,GCA_002006545.1,CP013184.1,padloc,Septu,Unknown,septu_type_I,Septu I
4505387,4506751,shedu,GCA_002006545.1,CP013184.1,padloc,Shedu,Unknown,shedu,Shedu
1073601,1076950,gabija,GCA_002007785.1,CP019856.1,padloc,Gabija,Unknown,gabija,Gabija
3790948,3795113,gabija,GCA_002007785.1,CP019856.1,padloc,Gabija,Unknown,gabija,Gabija
5097932,5105058,mza,GCA_002007785.1,CP019856.1,padloc,mza,Unknown,mza,mza
1070086,1072606,septu_type_I,GCA_002007785.1,CP019856.1,padloc,Septu,Unknown,septu_type_I,Septu I
4442143,4446633,AVAST_type_II,GCA_002021815.1,CP019952.1,padloc,AVAST,Unknown,AVAST_type_II,AVAST II
4250973,4252971,RM_type_II,GCA_002021815.1,CP019952.1,padloc,RM,RM,RM_type_II,RM II
1869294,1875743,argonaute_type_III,GCA_002021815.1,CP019952.1,padloc,Argonaute,Argonaute,argonaute_type_III,Argonaute III
1866660,1869238,gabija,GCA_002021815.1,CP019952.1,padloc,Gabija,Unknown,gabija,Gabija
4459663,4461459,retron_I-C,GCA_002021815.1,CP019952.1,padloc,Retron,Retron,retron_I-C,Retron I-C
6593,12826,RM_type_I,GCA_002024285.1,CP019730.1,padloc,RM,RM,RM_type_I,RM I
183178,186172,RM_type_II,GCA_002024285.1,CP019730.1,padloc,RM,RM,RM_type_II,RM II
640800,643107,darTG,GCA_002024285.1,CP019730.1,padloc,darTG,TA,darTG,darTG
3676346,3679110,gabija,GCA_002024285.1,CP019730.1,padloc,Gabija,Unknown,gabija,Gabija
6481530,6485280,gabija,GCA_002024285.1,CP019730.1,padloc,Gabija,Unknown,gabija,Gabija
6491458,6496416,qatABCD,GCA_002024285.1,CP019730.1,padloc,qatABCD,Unknown,qatABCD,qatABCD
469671,471380,retron_I-C,GCA_002024285.1,CP019730.1,padloc,Retron,Retron,retron_I-C,Retron I-C
469671,471380,retron_XII,GCA_002024285.1,CP019730.1,padloc,Retron,Retron,retron_XII,Retron XII
1189944,1192018,septu_type_I,GCA_002024285.1,CP019730.1,padloc,Septu,Unknown,septu_type_I,Septu I
5805115,5807024,septu_type_I,GCA_002024285.1,CP019730.1,padloc,Septu,Unknown,septu_type_I,Septu I
6593,12826,RM_type_I,GCA_002024305.1,CP019732.1,padloc,RM,RM,RM_type_I,RM I
183178,186172,RM_type_II,GCA_002024305.1,CP019732.1,padloc,RM,RM,RM_type_II,RM II
640800,643107,darTG,GCA_002024305.1,CP019732.1,padloc,darTG,TA,darTG,darTG
3662894,3665658,gabija,GCA_002024305.1,CP019732.1,padloc,Gabija,Unknown,gabija,Gabija
6482009,6485759,gabija,GCA_002024305.1,CP019732.1,padloc,Gabija,Unknown,gabija,Gabija
6491937,6496895,qatABCD,GCA_002024305.1,CP019732.1,padloc,qatABCD,Unknown,qatABCD,qatABCD
469671,471380,retron_I-C,GCA_002024305.1,CP019732.1,padloc,Retron,Retron,retron_I-C,Retron I-C
469671,471380,retron_XII,GCA_002024305.1,CP019732.1,padloc,Retron,Retron,retron_XII,Retron XII
1189944,1192018,septu_type_I,GCA_002024305.1,CP019732.1,padloc,Septu,Unknown,septu_type_I,Septu I
5805594,5807503,septu_type_I,GCA_002024305.1,CP019732.1,padloc,Septu,Unknown,septu_type_I,Septu I
2326360,2328494,Paris,GCA_002025205.1,CP019947.1,padloc,PARIS,Abi,Paris,PARIS
394789,401404,RM_type_I,GCA_002025705.1,CP018846.1,padloc,RM,RM,RM_type_I,RM I
1838923,1842742,gabija,GCA_002025705.1,CP018846.1,padloc,Gabija,Unknown,gabija,Gabija
5911380,5913743,AVAST_type_V,GCA_002028325.1,CP018420.1,padloc,AVAST,Unknown,AVAST_type_V,AVAST V
2392251,2394908,retron_III-A,GCA_002028325.1,CP018420.1,padloc,Retron,Retron,retron_III-A,Rretron III-A
3493600,3495262,septu_type_I,GCA_002028325.1,CP018420.1,padloc,Septu,Unknown,septu_type_I,Septu I
1813859,1815115,shedu,GCA_002028325.1,CP018420.1,padloc,Shedu,Unknown,shedu,Shedu
223439,224248,viperin_solo,GCA_002028325.1,CP018420.1,padloc,Viperin,Chemical,viperin_solo,Viperin
1158963,1163501,AVAST_type_II,GCA_002037565.1,CP017290.1,padloc,AVAST,Unknown,AVAST_type_II,AVAST II
2140269,2145350,AVAST_type_IV,GCA_002037565.1,CP017290.1,padloc,AVAST,Unknown,AVAST_type_IV,AVAST IV
487842,494459,RM_type_I,GCA_002056295.1,CP020100.1,padloc,RM,RM,RM_type_I,RM I
486903,487814,RM_type_IV,GCA_002056295.1,CP020100.1,padloc,RM,RM,RM_type_IV,RM IV
1149225,1158755,cas_type_I-E,GCA_002056295.1,CP020100.1,padloc,CRISPR,CRISPR,cas_type_I-E,CRISPR I-E
1459370,1460840,AbiE,GCA_002068135.1,CP020351.1,padloc,AbiE,Abi,AbiE,AbiE
4835039,4836565,Hydrolase-TM,GCA_002068135.1,CP020351.1,padloc,Hydrolase-TM,Unknown,Hydrolase-TM,Hydrolase-TM
880590,883090,RM_type_II,GCA_002068135.1,CP020351.1,padloc,RM,RM,RM_type_II,RM II
4837301,4840294,RM_type_IIG,GCA_002068135.1,CP020351.1,padloc,RM,RM,RM_type_IIG,RM IIG
1998695,2002851,RM_type_III,GCA_002068135.1,CP020351.1,padloc,RM,RM,RM_type_III,RM III
462128,464073,septu_type_I,GCA_002068135.1,CP020351.1,padloc,Septu,Unknown,septu_type_I,Septu I
3783281,3788626,RM_type_III,GCA_002072675.1,CP020369.1,padloc,RM,RM,RM_type_III,RM III
6479226,6484600,cbass_type_II,GCA_002072675.1,CP020369.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
797107,800732,gabija,GCA_002072675.1,CP020369.1,padloc,Gabija,Unknown,gabija,Gabija
4647906,4650232,retron_I-B,GCA_002072675.1,CP020369.1,padloc,Retron,Retron,retron_I-B,Retron I-B
2446170,2449217,DRT_class_III,GCA_002075065.1,CP014866.1,padloc,DRT,Unknown,DRT_class_III,DRT III
2435857,2440106,RM_type_I,GCA_002075065.1,CP014866.1,padloc,RM,RM,RM_type_I,RM I
2915410,2923549,cas_type_I-F1,GCA_002075065.1,CP014866.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
4105461,4106441,shedu,GCA_002075065.1,CP014866.1,padloc,Shedu,Unknown,shedu,Shedu
4466727,4469747,DRT_class_III,GCA_002085605.1,CP016955.1,padloc,DRT,Unknown,DRT_class_III,DRT III
361339,368175,RM_type_I,GCA_002085605.1,CP016955.1,padloc,RM,RM,RM_type_I,RM I
7037984,7046495,RM_type_I,GCA_002085605.1,CP016955.1,padloc,RM,RM,RM_type_I,RM I
1135677,1138085,RM_type_II,GCA_002085605.1,CP016955.1,padloc,RM,RM,RM_type_II,RM II
1813294,1818468,RM_type_III,GCA_002085605.1,CP016955.1,padloc,RM,RM,RM_type_III,RM III
4458461,4480536,brex_type_I,GCA_002085605.1,CP016955.1,padloc,BREX,RM,brex_type_I,BREX I
4501484,4505100,gabija,GCA_002085605.1,CP016955.1,padloc,Gabija,Unknown,gabija,Gabija
1801082,1804601,ietAS,GCA_002085605.1,CP016955.1,padloc,ietAS,Unknown,ietAS,ietAS
6083615,6086151,pycsar_effector,GCA_002085605.1,CP016955.1,padloc,Pyscar,Abi,pycsar_effector,Pycsar
1988132,1994703,wadjet_type_I,GCA_002085605.1,CP016955.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
369322,377308,zorya_type_I,GCA_002085605.1,CP016955.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
4444800,4452641,zorya_type_I,GCA_002085605.1,CP016955.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
2599067,2609803,RM_type_I,GCA_002085755.1,CP020603.1,padloc,RM,RM,RM_type_I,RM I
5369684,5374858,RM_type_III,GCA_002085755.1,CP020603.1,padloc,RM,RM,RM_type_III,RM III
3320359,3332051,druantia_type_II,GCA_002085755.1,CP020603.1,padloc,Druantia,Unknown,druantia_type_II,Druantia II
2602080,2605657,gabija,GCA_002085755.1,CP020603.1,padloc,Gabija,Unknown,gabija,Gabija
5383551,5387070,ietAS,GCA_002085755.1,CP020603.1,padloc,ietAS,Unknown,ietAS,ietAS
5238719,5242590,hachiman_type_II,GCA_002104595.1,CP020704.1,padloc,Hachiman,Unknown,hachiman_type_II,Hachiman II
1086476,1089027,pycsar_effector,GCA_002104595.1,CP020704.1,padloc,Pyscar,Abi,pycsar_effector,Pycsar
