genome,start,seqid,defense_system,source,end,system,class,defense_system2
GCA_005960665.1,263641,CP040676.1,AbiO,padloc,265131,AbiO/Nhi,Abi,AbiO/Nhi
GCA_005960665.1,263641,CP040676.1,Nhi,padloc,265131,AbiO/Nhi,RM,AbiO/Nhi
GCA_005960665.1,2528800,CP040676.1,RM_type_II,padloc,2532161,RM,RM,RM II
GCA_005960665.1,2575476,CP040676.1,RM_type_IIG,padloc,2579789,RM,RM,RM IIG
GCA_005960665.1,1906912,CP040676.1,RM_type_III,padloc,1911808,RM,RM,RM III
GCA_006088795.1,739886,CP034484.1,RM_type_IIG,padloc,742525,RM,RM,RM IIG
GCA_006088795.1,545762,CP034484.1,spbK,padloc,546562,spbK,Unknown,spbK
GCA_006088795.1,2060657,CP034484.1,tmn,padloc,2064262,tmn,Unknown,tmn
GCA_006088835.1,908587,CP029198.1,AbiD,padloc,909555,AbiD,Abi,AbiD
GCA_006088835.1,104799,CP029198.1,Stk2,padloc,106217,Stk2,Abi,Stk2
GCA_006088835.1,482166,CP029198.1,gabija,padloc,486187,Gabija,Unknown,Gabija
GCA_006088855.1,2424939,CP029323.1,argonaute_solo,padloc,2427350,Argonaute,Argonaute,Argonaute_solo
GCA_006088855.1,53159,CP029324.1,AbiO,padloc,54616,AbiO/Nhi,Abi,AbiO/Nhi
GCA_006088855.1,53159,CP029324.1,Nhi,padloc,54616,AbiO/Nhi,RM,AbiO/Nhi
GCA_006094295.1,1236866,CP034551.1,Paris,padloc,1239388,PARIS,Abi,PARIS
GCA_006094295.1,4399651,CP034551.1,RM_type_I,padloc,4405659,RM,RM,RM I
GCA_006094295.1,922874,CP034551.1,RM_type_II,padloc,925417,RM,RM,RM II
GCA_006094295.1,2529569,CP034551.1,argonaute_solo,padloc,2530270,Argonaute,Argonaute,Argonaute_solo
GCA_006094295.1,2566684,CP034551.1,argonaute_solo,padloc,2568366,Argonaute,Argonaute,Argonaute_solo
GCA_006094295.1,4397432,CP034551.1,thoeris_type_I,padloc,4399573,Thoeris,Abi,Thoeris I
GCA_006094295.1,931956,CP034551.1,wadjet_type_III,padloc,939738,Wadjet,Unknown,Wadjet III
GCA_006094335.1,766354,CP034569.1,RM_type_I,padloc,772310,RM,RM,RM I
GCA_006094335.1,4179737,CP034569.1,RM_type_I,padloc,4187163,RM,RM,RM I
GCA_006094335.1,4175336,CP034569.1,cbass_type_I,padloc,4177282,CBASS,Abi,CBASS I
GCA_006094355.1,60172,CP035294.1,RM_type_I,padloc,65862,RM,RM,RM I
GCA_006094375.1,2394398,CP035288.1,AbiD,padloc,2395303,AbiD,Abi,AbiD
GCA_006094375.1,51259,CP035288.1,RM_type_I,padloc,57068,RM,RM,RM I
GCA_006094375.1,537024,CP035288.1,RM_type_II,padloc,539827,RM,RM,RM II
GCA_006094375.1,57253,CP035288.1,cbass_type_I,padloc,58768,CBASS,Abi,CBASS I
GCA_006094395.1,311045,CP035291.1,PT_DndFGH,padloc,319489,Dnd,RM,Dnd_FGH
GCA_006094395.1,528045,CP035291.1,RM_type_IV,padloc,530909,RM,RM,RM IV
GCA_006094395.1,2435980,CP035291.1,cbass_type_I,padloc,2437488,CBASS,Abi,CBASS I
GCA_006094475.1,718965,CP034943.1,RM_type_I,padloc,725272,RM,RM,RM I
GCA_006094475.1,3965706,CP034943.1,disarm_type_II,padloc,3975696,DISARM,RM,DISARM II
GCA_006094495.1,74672,CP035095.1,gabija,padloc,78587,Gabija,Unknown,Gabija
GCA_006094495.1,73790,CP035095.1,shedu,padloc,74665,Shedu,Unknown,Shedu
GCA_006094915.1,1852619,CP035101.1,AVAST_type_II,padloc,1856731,AVAST,Unknown,AVAST II
GCA_006094915.1,2495894,CP035101.1,RM_type_IV,padloc,2498755,RM,RM,RM IV
GCA_006151925.1,1265357,CP040782.1,RM_type_I,padloc,1271026,RM,RM,RM I
GCA_006151925.1,2553226,CP040782.1,argonaute_solo,padloc,2553927,Argonaute,Argonaute,Argonaute_solo
GCA_006151925.1,2597248,CP040782.1,argonaute_solo,padloc,2598909,Argonaute,Argonaute,Argonaute_solo
GCA_006151925.1,13279,CP040783.1,septu_type_I,padloc,15349,Septu,Unknown,Septu I
GCA_006158985.1,404944,CP040801.1,AbiD,padloc,406050,AbiD,Abi,AbiD
GCA_006158985.1,59726,CP040801.1,GAO_19,padloc,62706,GAO_19,Unknown,GAO_19
GCA_006158985.1,2509968,CP040801.1,RM_type_IV,padloc,2512829,RM,RM,RM IV
GCA_006165085.1,81703,CP021123.1,DRT_class_II,padloc,82995,DRT,Unknown,DRT II
GCA_006165085.1,181499,CP021123.1,RM_type_IV,padloc,184633,RM,RM,RM IV
GCA_006274405.1,881193,CP040829.1,RM_type_I,padloc,888312,RM,RM,RM I
GCA_006274405.1,3501252,CP040829.1,RM_type_III,padloc,3506906,RM,RM,RM III
GCA_006274405.1,3665715,CP040829.1,RM_type_IV,padloc,3666572,RM,RM,RM IV
GCA_006274405.1,1579757,CP040829.1,wadjet_type_II,padloc,1588138,Wadjet,Unknown,Wadjet II
GCA_006274405.1,58032,CP040830.1,cbass_type_I,padloc,60047,CBASS,Abi,CBASS I
GCA_006337185.1,2389649,CP040868.1,AbiD,padloc,2390554,AbiD,Abi,AbiD
GCA_006337185.1,18666,CP040868.1,RM_type_IIG,padloc,21425,RM,RM,RM IIG
GCA_006337185.1,463238,CP040868.1,RM_type_IV,padloc,466096,RM,RM,RM IV
GCA_006337205.1,2310686,CP040867.1,AbiD,padloc,2311591,AbiD,Abi,AbiD
GCA_006337205.1,12104,CP040867.1,RM_type_I,padloc,18368,RM,RM,RM I
GCA_006337205.1,34363,CP040867.1,RM_type_I,padloc,40271,RM,RM,RM I
GCA_006337205.1,472876,CP040867.1,RM_type_IV,padloc,475734,RM,RM,RM IV
GCA_006337205.1,40713,CP040867.1,gabija,padloc,44526,Gabija,Unknown,Gabija
GCA_006337205.1,295053,CP040867.1,ppl,padloc,297674,ppl,Unknown,ppl
GCA_006337225.1,2311282,CP040864.1,AbiD,padloc,2312187,AbiD,Abi,AbiD
GCA_006337225.1,2416727,CP040864.1,RM_type_IIG,padloc,2419486,RM,RM,RM IIG
GCA_006337225.1,371498,CP040864.1,RM_type_IV,padloc,374356,RM,RM,RM IV
GCA_006339625.1,501592,CP034772.1,cas_type_I-B1,padloc,509714,CRISPR,CRISPR,CRISPR I-B
GCA_006339625.1,1128397,CP034772.1,lamassu_type_I,padloc,1131111,Lamassu,Unknown,Lamassu I
GCA_006349715.2,901316,CP085498.1,RM_type_II,padloc,904675,RM,RM,RM II
GCA_006349715.2,2483864,CP085498.1,argonaute_solo,padloc,2484565,Argonaute,Argonaute,Argonaute_solo
GCA_006349715.2,2528316,CP085498.1,argonaute_solo,padloc,2529998,Argonaute,Argonaute,Argonaute_solo
GCA_006349715.2,9514,CP085500.1,RM_type_I,padloc,15397,RM,RM,RM I
GCA_006349735.2,4018260,CP085501.1,RM_type_I,padloc,4023977,RM,RM,RM I
GCA_006349735.2,3708968,CP085501.1,RM_type_IV,padloc,3711868,RM,RM,RM IV
GCA_006349735.2,24197,CP085501.1,argonaute_solo,padloc,25879,Argonaute,Argonaute,Argonaute_solo
GCA_006349735.2,5248450,CP085501.1,argonaute_solo,padloc,5249121,Argonaute,Argonaute,Argonaute_solo
GCA_006349735.2,58488,CP085502.1,DRT_class_I,padloc,60068,DRT,Unknown,DRT I
GCA_006349735.2,84568,CP085502.1,RM_type_I,padloc,90872,RM,RM,RM I
GCA_006351725.3,665474,CP085880.1,AbiD,padloc,666499,AbiD,Abi,AbiD
GCA_006351725.3,1819723,CP085880.1,AbiO,padloc,1821213,AbiO/Nhi,Abi,AbiO/Nhi
GCA_006351725.3,3565301,CP085880.1,GAO_19,padloc,3568223,GAO_19,Unknown,GAO_19
GCA_006351725.3,1819723,CP085880.1,Nhi,padloc,1821213,AbiO/Nhi,RM,AbiO/Nhi
GCA_006351725.3,2720810,CP085880.1,kiwa,padloc,2722298,Kiwa,Unknown,Kiwa
GCA_006351725.3,3569251,CP085880.1,septu_type_I,padloc,3571262,Septu,Unknown,Septu I
GCA_006351725.3,3960842,CP085880.1,septu_type_I,padloc,3963084,Septu,Unknown,Septu I
GCA_006364035.1,1765981,CP041014.1,AbiD,padloc,1767045,AbiD,Abi,AbiD
GCA_006364035.1,1028272,CP041014.1,RM_type_I,padloc,1035138,RM,RM,RM I
GCA_006364035.1,1027258,CP041014.1,RM_type_IV,padloc,1028217,RM,RM,RM IV
GCA_006364035.1,2005003,CP041014.1,lamassu_type_I,padloc,2007760,Lamassu,Unknown,Lamassu I
GCA_006364495.1,3634905,CP041015.1,RM_type_I,padloc,3641212,RM,RM,RM I
GCA_006364495.1,2836028,CP041015.1,disarm_type_II,padloc,2846018,DISARM,RM,DISARM II
GCA_006364655.1,1938698,CP040988.1,RM_type_I,padloc,1945612,RM,RM,RM I
GCA_006364655.1,1922972,CP040988.1,RM_type_II,padloc,1925967,RM,RM,RM II
GCA_006364655.1,1145386,CP040988.1,RM_type_IIG,padloc,1148148,RM,RM,RM IIG
GCA_006364655.1,1937684,CP040988.1,RM_type_IV,padloc,1938643,RM,RM,RM IV
GCA_006364655.1,2883053,CP040988.1,lamassu_type_I,padloc,2885810,Lamassu,Unknown,Lamassu I
GCA_006364675.1,2618280,CP040998.1,AVAST_type_II,padloc,2622392,AVAST,Unknown,AVAST II
GCA_006364675.1,1976256,CP040998.1,RM_type_IV,padloc,1979117,RM,RM,RM IV
GCA_006364775.1,29811,CP041010.1,AbiD,padloc,30779,AbiD,Abi,AbiD
GCA_006364775.1,2269062,CP041010.1,RM_type_IV,padloc,2271923,RM,RM,RM IV
GCA_006384875.1,916336,CP029454.1,RM_type_II,padloc,920192,RM,RM,RM II
GCA_006384875.1,2455827,CP029454.1,argonaute_solo,padloc,2456498,Argonaute,Argonaute,Argonaute_solo
GCA_006384875.1,2499936,CP029454.1,argonaute_solo,padloc,2501624,Argonaute,Argonaute,Argonaute_solo
GCA_006384875.1,2017665,CP029454.1,dsr2,padloc,2021198,dsr,Abi,dsr II
GCA_006384875.1,6947,CP029456.1,RM_type_II,padloc,9006,RM,RM,RM II
GCA_006384875.1,36142,CP029457.1,lamassu_type_I,padloc,38959,Lamassu,Unknown,Lamassu I
GCA_006385935.1,3243636,CP041066.1,mza,padloc,3250722,mza,Unknown,mza
GCA_006457285.1,1175807,CP041071.1,argonaute_solo,padloc,1178194,Argonaute,Argonaute,Argonaute_solo
GCA_006489235.1,3191259,CP041144.1,RM_type_II,padloc,3193513,RM,RM,RM II
GCA_006489235.1,3817616,CP041144.1,RM_type_IV,padloc,3820747,RM,RM,RM IV
GCA_006489255.1,3191278,CP041143.1,RM_type_II,padloc,3193532,RM,RM,RM II
GCA_006489255.1,3817635,CP041143.1,RM_type_IV,padloc,3820766,RM,RM,RM IV
GCA_006489275.1,612871,CP041145.1,RM_type_I,padloc,618817,RM,RM,RM I
GCA_006489275.1,3725754,CP041145.1,RM_type_IV,padloc,3728885,RM,RM,RM IV
GCA_006542275.1,3836848,CP041217.1,RM_type_II,padloc,3848544,RM,RM,RM II
GCA_006542275.1,405939,CP041217.1,cas_type_I-C,padloc,414075,CRISPR,CRISPR,CRISPR I-C
GCA_006542275.1,4000258,CP041217.1,dXTPase,padloc,4001664,dXTPase,Nucleotide_depletion,dXTPase
GCA_006542275.1,3607336,CP041217.1,septu_type_I,padloc,3609284,Septu,Unknown,Septu I
GCA_006542275.1,371295,CP041217.1,wadjet_type_III,padloc,379101,Wadjet,Unknown,Wadjet III
GCA_006704205.1,414760,CP041305.1,DRT_class_II,padloc,416148,DRT,Unknown,DRT II
GCA_006704205.1,419154,CP041305.1,RM_type_I,padloc,425649,RM,RM,RM I
GCA_006704205.1,425802,CP041305.1,Stk2,padloc,427313,Stk2,Abi,Stk2
GCA_006704205.1,2459221,CP041305.1,argonaute_type_III,padloc,2466206,Argonaute,Argonaute,Argonaute III
GCA_006704205.1,2891286,CP041305.1,cbass_type_I,padloc,2892715,CBASS,Abi,CBASS I
GCA_006704205.1,2477356,CP041305.1,gabija,padloc,2481088,Gabija,Unknown,Gabija
GCA_006716385.1,552722,CP033687.1,RM_type_I,padloc,559917,RM,RM,RM I
GCA_006716385.1,582823,CP033687.1,RM_type_I,padloc,589675,RM,RM,RM I
GCA_006716385.1,1100388,CP033687.1,RM_type_I,padloc,1106443,RM,RM,RM I
GCA_006716385.1,469822,CP033687.1,cas_type_I-C,padloc,477905,CRISPR,CRISPR,CRISPR I-C
GCA_006716385.1,40414,CP033687.1,cas_type_IV-B,padloc,43929,CRISPR,CRISPR,CRISPR IV-B
GCA_006716385.1,1400042,CP033687.1,gabija,padloc,1403582,Gabija,Unknown,Gabija
GCA_006716385.1,387549,CP033687.1,wadjet_type_II,padloc,395741,Wadjet,Unknown,Wadjet II
GCA_006740705.1,793305,CP035485.1,AbiD,padloc,794174,AbiD,Abi,AbiD
GCA_006740705.1,1210311,CP035485.1,RM_type_I,padloc,1215926,RM,RM,RM I
GCA_006740705.1,1209366,CP035485.1,RM_type_IV,padloc,1210295,RM,RM,RM IV
GCA_006740705.1,813908,CP035485.1,darTG,padloc,815477,darTG,TA,darTG
GCA_006740705.1,1305345,CP035485.1,wadjet_type_II,padloc,1313428,Wadjet,Unknown,Wadjet II
GCA_006741705.1,49493,AP019698.1,RM_type_I,padloc,55124,RM,RM,RM I
GCA_006741845.1,739883,AP019714.1,RM_type_IIG,padloc,742522,RM,RM,RM IIG
GCA_006741845.1,545762,AP019714.1,spbK,padloc,546562,spbK,Unknown,spbK
GCA_006741845.1,2060654,AP019714.1,tmn,padloc,2064259,tmn,Unknown,tmn
GCA_006742205.1,2348842,AP019721.1,AbiD,padloc,2349747,AbiD,Abi,AbiD
GCA_006742205.1,491440,AP019721.1,RM_type_II,padloc,494243,RM,RM,RM II
GCA_006742565.1,1334311,AP019731.1,argonaute_solo,padloc,1336698,Argonaute,Argonaute,Argonaute_solo
GCA_006742565.1,29845,AP019732.1,AbiO,padloc,31311,AbiO/Nhi,Abi,AbiO/Nhi
GCA_006742565.1,29845,AP019732.1,Nhi,padloc,31311,AbiO/Nhi,RM,AbiO/Nhi
GCA_006965425.1,1726382,CP041357.1,RM_type_I,padloc,1732270,RM,RM,RM I
GCA_006965425.1,2668160,CP041357.1,ietAS,padloc,2671555,ietAS,Unknown,ietAS
GCA_006965525.1,3893293,CP041361.1,RM_type_IV,padloc,3896424,RM,RM,RM IV
GCA_006965545.2,3912390,CP041372.2,DRT_class_II,padloc,3913682,DRT,Unknown,DRT II
GCA_006965545.2,172793,CP041372.2,DRT_type_III,padloc,176208,DRT,Unknown,DRT III
GCA_006965545.2,166712,CP041372.2,RM_type_I,padloc,172652,RM,RM,RM I
GCA_006965545.2,3878187,CP041372.2,RM_type_IV,padloc,3881078,RM,RM,RM IV
GCA_006974025.1,1058565,CP033218.1,RM_type_II,padloc,1061707,RM,RM,RM II
GCA_006974185.1,341187,CP023341.1,RM_type_II,padloc,344634,RM,RM,RM II
GCA_007066085.1,3384236,CP041405.1,AbiQ,padloc,3384649,AbiQ,Abi,AbiQ
GCA_007066085.1,2895573,CP041405.1,RM_type_I,padloc,2901517,RM,RM,RM I
GCA_007066085.1,4787230,CP041405.1,RM_type_IV,padloc,4788141,RM,RM,RM IV
GCA_007066085.1,5773864,CP041405.1,cas_type_I-C,padloc,5783115,CRISPR,CRISPR,CRISPR I-C
GCA_007106705.1,4890801,CP041519.1,mza,padloc,4897886,mza,Unknown,mza
GCA_007185035.1,1963446,AP019751.1,AVAST_type_II,padloc,1967558,AVAST,Unknown,AVAST II
GCA_007185035.1,492080,AP019751.1,AbiD,padloc,493234,AbiD,Abi,AbiD
GCA_007185035.1,2647376,AP019751.1,RM_type_IV,padloc,2650237,RM,RM,RM IV
GCA_007185035.1,65834,AP019751.1,ietAS,padloc,69089,ietAS,Unknown,ietAS
GCA_007197795.1,2581631,CP041632.1,AVAST_type_IV,padloc,2586331,AVAST,Unknown,AVAST IV
GCA_007197795.1,327470,CP041632.1,AbiI,padloc,328198,AbiI,Abi,AbiL
GCA_007197795.1,2106688,CP041632.1,Nhi,padloc,2108622,AbiO/Nhi,RM,AbiO/Nhi
GCA_007197795.1,2601625,CP041632.1,RM_type_I,padloc,2607501,RM,RM,RM I
GCA_007197795.1,3070846,CP041632.1,RM_type_I,padloc,3076884,RM,RM,RM I
GCA_007197795.1,1317369,CP041632.1,RM_type_III,padloc,1323529,RM,RM,RM III
GCA_007197795.1,3050973,CP041632.1,RM_type_IV,padloc,3054134,RM,RM,RM IV
GCA_007197795.1,2101341,CP041632.1,argonaute_solo,padloc,2103473,Argonaute,Argonaute,Argonaute_solo
GCA_007197795.1,2109070,CP041632.1,brex_type_III,padloc,2122052,BREX,RM,BREX III
GCA_007197795.1,3104259,CP041632.1,cas_type_I-B1,padloc,3113374,CRISPR,CRISPR,CRISPR I-B
GCA_007197795.1,3119001,CP041632.1,wadjet_type_II,padloc,3127062,Wadjet,Unknown,Wadjet II
GCA_007301515.1,3554041,CP041666.1,RM_type_II,padloc,3556389,RM,RM,RM II
GCA_007301515.1,776817,CP041666.1,gabija,padloc,780186,Gabija,Unknown,Gabija
GCA_007362635.1,2770513,CP041691.1,RM_type_I,padloc,2776691,RM,RM,RM I
GCA_007362635.1,3877564,CP041691.1,RM_type_IV,padloc,3880695,RM,RM,RM IV
GCA_007362635.1,494309,CP041691.1,shedu,padloc,495538,Shedu,Unknown,Shedu
GCA_007362635.1,1936502,CP041691.1,thoeris_type_I,padloc,1937957,Thoeris,Abi,Thoeris I
GCA_007362955.1,2847055,CP041696.1,AbiL,padloc,2848904,AbiL,Abi,AbiL
GCA_007362955.1,4355190,CP041696.1,cas_type_I-C,padloc,4363443,CRISPR,CRISPR,CRISPR I-C
GCA_007363175.1,64304,CP034684.1,RM_type_IIG,padloc,66949,RM,RM,RM IIG
GCA_007363175.1,873922,CP034686.1,PT_DndFGH,padloc,882754,Dnd,RM,Dnd_FGH
GCA_007363175.1,870677,CP034686.1,RM_type_II,padloc,876288,RM,RM,RM II
GCA_007363175.1,2320912,CP034686.1,argonaute_solo,padloc,2323299,Argonaute,Argonaute,Argonaute_solo
GCA_007410625.1,1931297,CP040625.1,AVAST_type_II,padloc,1935409,AVAST,Unknown,AVAST II
GCA_007410625.1,877325,CP040625.1,AbiD,padloc,878509,AbiD,Abi,AbiD
GCA_007410625.1,444806,CP040625.1,gabija,padloc,448785,Gabija,Unknown,Gabija
GCA_007725005.1,3667884,CP042161.1,AbiE,padloc,3669379,AbiE,Abi,AbiE
GCA_007725005.1,4286840,CP042161.1,RM_type_II,padloc,4289189,RM,RM,RM II
GCA_007725005.1,3529182,CP042161.1,gabija,padloc,3533356,Gabija,Unknown,Gabija
GCA_007725005.1,4281956,CP042161.1,gabija,padloc,4285748,Gabija,Unknown,Gabija
GCA_007725005.1,4821882,CP042161.1,wadjet_type_III,padloc,4829536,Wadjet,Unknown,Wadjet III
GCA_007725405.1,556872,CP042163.1,brex_type_I,padloc,570448,BREX,RM,BREX I
GCA_007725405.1,1490659,CP042163.1,gabija,padloc,1493408,Gabija,Unknown,Gabija
GCA_007725405.1,222568,CP042163.1,hachiman_type_I,padloc,226777,Hachiman,Unknown,Hachiman I
GCA_007726325.1,458046,CP042003.1,RM_type_II,padloc,460264,RM,RM,RM II
GCA_007726325.1,810718,CP042003.1,thoeris_type_I,padloc,813951,Thoeris,Abi,Thoeris I
GCA_007726465.1,1279195,CP042046.1,AbiD,padloc,1280202,AbiD,Abi,AbiD
GCA_007726465.1,55110,CP042046.1,RM_type_II,padloc,57213,RM,RM,RM II
GCA_007726465.1,657306,CP042046.1,RM_type_IV,padloc,660167,RM,RM,RM IV
GCA_007726495.1,2791789,CP042043.1,RM_type_IV,padloc,2794650,RM,RM,RM IV
GCA_007726545.1,318705,CP042107.1,RM_type_IV,padloc,321566,RM,RM,RM IV
GCA_007813675.1,391491,CP031265.1,AbiD,padloc,392597,AbiD,Abi,AbiD
GCA_007813675.1,2479955,CP031265.1,RM_type_IV,padloc,2482816,RM,RM,RM IV
GCA_007813835.1,269995,CP031471.1,RM_type_I,padloc,275017,RM,RM,RM I
GCA_007813835.1,997302,CP031471.1,RM_type_IIG,padloc,999209,RM,RM,RM IIG
GCA_007813835.1,320072,CP031471.1,RM_type_IV,padloc,322942,RM,RM,RM IV
GCA_007814015.1,1621885,CP031266.1,AbiD,padloc,1622886,AbiD,Abi,AbiD
GCA_007814015.1,693014,CP031266.1,RM_type_IIG,padloc,695050,RM,RM,RM IIG
GCA_007814015.1,203948,CP031266.1,cas_type_II-A,padloc,209344,CRISPR,CRISPR,CRISPR II-A
GCA_007814115.1,59552,CP031196.1,DRT_class_I,padloc,61411,DRT,Unknown,DRT I
GCA_007814275.1,899698,CP031269.1,AbiD,padloc,900738,AbiD,Abi,AbiD
GCA_007814275.1,103529,CP031269.1,RM_type_I,padloc,109069,RM,RM,RM I
GCA_007814275.1,1678739,CP031269.1,RM_type_IIG,padloc,1680640,RM,RM,RM IIG
GCA_007814385.1,1844458,CP031271.1,AbiD,padloc,1845525,AbiD,Abi,AbiD
GCA_007814385.1,276172,CP031271.1,RM_type_I,padloc,281954,RM,RM,RM I
GCA_007814385.1,1527654,CP031271.1,RM_type_II,padloc,1529426,RM,RM,RM II
GCA_007814385.1,2335067,CP031271.1,RM_type_IIG,padloc,2337076,RM,RM,RM IIG
GCA_007814525.1,238514,CP031274.1,RM_type_I,padloc,244725,RM,RM,RM I
GCA_007814525.1,288523,CP031274.1,RM_type_IV,padloc,291393,RM,RM,RM IV
GCA_007814525.1,149162,CP031274.1,cas_type_II-A,padloc,154559,CRISPR,CRISPR,CRISPR II-A
GCA_007814625.1,50567,CP031275.1,RM_type_I,padloc,56586,RM,RM,RM I
GCA_007814825.1,429523,CP031280.1,RM_type_IV,padloc,432387,RM,RM,RM IV
GCA_007814825.1,15139,CP031281.1,DRT_class_I,padloc,16911,DRT,Unknown,DRT I
GCA_007814825.1,18022,CP031281.1,RM_type_IIG,padloc,20838,RM,RM,RM IIG
GCA_007826355.1,1989117,CP041037.1,AbiD,padloc,1990085,AbiD,Abi,AbiD
GCA_007826355.1,2420616,CP041037.1,AbiD,padloc,2421722,AbiD,Abi,AbiD
GCA_007826355.1,2443922,CP041037.1,AbiD,padloc,2444929,AbiD,Abi,AbiD
GCA_007826355.1,20174,CP041037.1,RM_type_III,padloc,24588,RM,RM,RM III
GCA_007826355.1,310160,CP041037.1,RM_type_IV,padloc,313021,RM,RM,RM IV
GCA_007827105.1,1070918,CP042048.1,AbiD,padloc,1071925,AbiD,Abi,AbiD
GCA_007827115.1,282328,CP042081.1,AbiD,padloc,283434,AbiD,Abi,AbiD
GCA_007827115.1,943262,CP042081.1,RM_type_II,padloc,946069,RM,RM,RM II
GCA_007827125.1,413511,CP042008.1,AbiD,padloc,414518,AbiD,Abi,AbiD
GCA_007827125.1,2539093,CP042008.1,RM_type_IV,padloc,2541954,RM,RM,RM IV
GCA_007827165.1,100702,CP041693.1,AVAST_type_IV,padloc,105402,AVAST,Unknown,AVAST IV
GCA_007827165.1,3069544,CP041693.1,RM_type_II,padloc,3071816,RM,RM,RM II
GCA_007827165.1,3684768,CP041693.1,RM_type_II,padloc,3687163,RM,RM,RM II
GCA_007827165.1,1055351,CP041693.1,pycsar_effector,padloc,1056721,Pyscar,Abi,Pycsar
GCA_007827165.1,3825198,CP041693.1,retron_XI,padloc,3826961,Retron,Retron,Retron XI
GCA_007833815.1,23409,CP033461.1,cas_type_I-C,padloc,28983,CRISPR,CRISPR,CRISPR I-C
GCA_007833815.1,879380,CP033464.1,AbiU,padloc,880885,AbiU,Abi,AbiU
GCA_007833815.1,1244002,CP033464.1,RM_type_I,padloc,1250000,RM,RM,RM I
GCA_007833815.1,1250325,CP033464.1,RM_type_IV,padloc,1251236,RM,RM,RM IV
GCA_007833815.1,5102932,CP033464.1,wadjet_type_III,padloc,5109597,Wadjet,Unknown,Wadjet III
GCA_007833855.1,119961,CP038242.1,RM_type_I,padloc,125000,RM,RM,RM I
GCA_007833855.1,454721,CP038242.1,RM_type_IV,padloc,457585,RM,RM,RM IV
GCA_007833855.1,7106,CP038243.1,RM_type_IIG,padloc,9802,RM,RM,RM IIG
GCA_007855455.1,2351969,CP042252.1,RM_type_IIG,padloc,2356681,RM,RM,RM IIG
GCA_007855915.1,3266870,CP042251.1,AbiE,padloc,3268389,AbiE,Abi,AbiE
GCA_007855915.1,420756,CP042251.1,RM_type_I,padloc,426775,RM,RM,RM I
GCA_007855915.1,955999,CP042251.1,RM_type_I,padloc,960725,RM,RM,RM I
GCA_007855915.1,1482514,CP042251.1,RM_type_III,padloc,1486944,RM,RM,RM III
GCA_007855915.1,1488500,CP042251.1,argonaute_solo,padloc,1490632,Argonaute,Argonaute,Argonaute_solo
GCA_007855915.1,1487001,CP042251.1,dXTPase,padloc,1488251,dXTPase,Nucleotide_depletion,dXTPase
GCA_007855915.1,3203853,CP042251.1,darTG,padloc,3205533,darTG,TA,darTG
GCA_007855915.1,639033,CP042251.1,kiwa,padloc,640623,Kiwa,Unknown,Kiwa
GCA_007855915.1,385458,CP042251.1,wadjet_type_II,padloc,393445,Wadjet,Unknown,Wadjet II
GCA_007858415.1,4912990,CP042272.1,DRT_class_I,padloc,4914576,DRT,Unknown,DRT I
GCA_007858415.1,2025600,CP042272.1,GAO_20,padloc,2028703,GAO_20,Unknown,GAO_20
GCA_007858415.1,3951591,CP042272.1,RM_type_I,padloc,3957651,RM,RM,RM I
GCA_007858415.1,418756,CP042272.1,cas_type_I-C,padloc,426912,CRISPR,CRISPR,CRISPR I-C
GCA_007858415.1,2013247,CP042272.1,gabija,padloc,2016628,Gabija,Unknown,Gabija
GCA_007859575.1,275936,CP042286.1,RM_type_III,padloc,280350,RM,RM,RM III
GCA_007859575.1,2665297,CP042286.1,RM_type_IV,padloc,2668158,RM,RM,RM IV
GCA_007859575.1,281432,CP042286.1,pycsar_effector,padloc,282750,Pyscar,Abi,Pycsar
GCA_007859575.1,13972,CP042287.1,AbiU,padloc,15723,AbiU,Abi,AbiU
GCA_007923025.1,3349073,CP031774.1,RM_type_IIG,padloc,3353716,RM,RM,RM IIG
GCA_007923025.1,3137225,CP031774.1,cas_type_III-B,padloc,3144408,CRISPR,CRISPR,CRISPR III-B
GCA_007923025.1,1228841,CP031774.1,gabija,padloc,1232604,Gabija,Unknown,Gabija
GCA_007923025.1,2911057,CP031774.1,hachiman_type_I,padloc,2914121,Hachiman,Unknown,Hachiman I
GCA_007923025.1,3489507,CP031774.1,wadjet_type_III,padloc,3496096,Wadjet,Unknown,Wadjet III
GCA_007923065.1,2311907,CP031777.1,RM_type_III,padloc,2316828,RM,RM,RM III
GCA_007923065.1,41110,CP031777.1,RM_type_IV,padloc,43914,RM,RM,RM IV
GCA_007923085.1,874059,CP031778.1,RM_type_II,padloc,879638,RM,RM,RM II
GCA_007923085.1,2404469,CP031778.1,argonaute_solo,padloc,2406856,Argonaute,Argonaute,Argonaute_solo
GCA_007923085.1,1943557,CP031778.1,ietAS,padloc,1947128,ietAS,Unknown,ietAS
GCA_007923085.1,1954647,CP031778.1,septu_type_I,padloc,1957645,Septu,Unknown,Septu I
GCA_007923105.1,677886,CP031776.1,RM_type_I,padloc,683448,RM,RM,RM I
GCA_007923105.1,5365007,CP031776.1,RM_type_IIG,padloc,5369674,RM,RM,RM IIG
GCA_007923105.1,683656,CP031776.1,RM_type_IV,padloc,684591,RM,RM,RM IV
GCA_007923105.1,6001053,CP031776.1,RM_type_IV,padloc,6003956,RM,RM,RM IV
GCA_007923205.1,826049,CP040672.1,RM_type_II,padloc,828445,RM,RM,RM II
