start,defense_system,source,end,genome,seqid,system,class,original,defense_system2
3452263,mza,padloc,3462339,GCA_003999715.1,CP022481.1,mza,Unknown,mza,mza
1715204,qatABCD,padloc,1720212,GCA_003999715.1,CP022481.1,qatABCD,Unknown,qatABCD,qatABCD
1320641,zorya_type_III,padloc,1324784,GCA_003999715.1,CP022482.1,Zorya,Unknown,zorya_type_III,Zorya III
71074,gabija,padloc,75344,GCA_003999715.1,CP022483.1,Gabija,Unknown,gabija,Gabija
3888224,dXTPase,padloc,3889351,GCA_004006155.1,CP018036.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
383789,Paris,padloc,385901,GCA_004006215.1,CP021250.1,PARIS,Abi,Paris,PARIS
1301203,RM_type_I,padloc,1308447,GCA_004006215.1,CP021250.1,RM,RM,RM_type_I,RM I
998271,RM_type_II,padloc,1000327,GCA_004006215.1,CP021250.1,RM,RM,RM_type_II,RM II
1396696,RM_type_II,padloc,1399464,GCA_004006215.1,CP021250.1,RM,RM,RM_type_II,RM II
3048850,cas_type_I-F1,padloc,3057839,GCA_004006215.1,CP021250.1,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
2808230,cbass_type_I,padloc,2809814,GCA_004006215.1,CP021250.1,CBASS,Abi,cbass_type_I,CBASS I
827186,dXTPase,padloc,828547,GCA_004006215.1,CP021250.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3636183,dXTPase,padloc,3637346,GCA_004006215.1,CP021250.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
4696793,AbiE,padloc,4698531,GCA_004006415.1,CP029344.1,AbiE,Abi,AbiE,AbiE
794988,RM_type_I,padloc,802053,GCA_004006415.1,CP029344.1,RM,RM,RM_type_I,RM I
3943615,RM_type_I,padloc,3948614,GCA_004006415.1,CP029344.1,RM,RM,RM_type_I,RM I
824465,cas_type_III-B,padloc,835546,GCA_004006415.1,CP029344.1,CRISPR,CRISPR,cas_type_III-B,CRISPR III-B
717842,hma,padloc,732257,GCA_004006415.1,CP029344.1,hma,Unknown,hma,hma
306336,zorya_type_III,padloc,310345,GCA_004006415.1,CP029344.1,Zorya,Unknown,zorya_type_III,Zorya III
3885234,dXTPase,padloc,3886361,GCA_004006615.1,CP018035.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
399863,AbiE,padloc,401468,GCA_004006735.1,CP024171.1,AbiE,Abi,AbiE,AbiE
955655,GAO_19,padloc,958391,GCA_004006735.1,CP024171.1,GAO_19,Unknown,GAO_19,GAO_19
313873,RM_type_II,padloc,317070,GCA_004006735.1,CP024171.1,RM,RM,RM_type_II,RM II
67873,dXTPase,padloc,69027,GCA_004006735.1,CP024171.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
527168,hachiman_type_II,padloc,531038,GCA_004006735.1,CP024171.1,Hachiman,Unknown,hachiman_type_II,Hachiman II
1185162,zorya_type_III,padloc,1189764,GCA_004006735.1,CP024171.1,Zorya,Unknown,zorya_type_III,Zorya III
987585,PT_SspABCD,padloc,992671,GCA_004006815.1,CP024175.1,Ssp,RM,PT_SspABCD,SspABCD
978629,PT_SspFGH,padloc,987368,GCA_004006815.1,CP024175.1,Ssp,RM,PT_SspFGH,SspFGH
516484,Paris,padloc,518880,GCA_004006815.1,CP024175.1,PARIS,Abi,Paris,PARIS
314780,RM_type_II,padloc,317926,GCA_004006815.1,CP024175.1,RM,RM,RM_type_II,RM II
67894,dXTPase,padloc,69048,GCA_004006815.1,CP024175.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1232287,zorya_type_III,padloc,1236922,GCA_004006815.1,CP024175.1,Zorya,Unknown,zorya_type_III,Zorya III
905289,RM_type_I,padloc,913199,GCA_004006875.1,CP024172.1,RM,RM,RM_type_I,RM I
278888,RM_type_II,padloc,280919,GCA_004006875.1,CP024172.1,RM,RM,RM_type_II,RM II
1578012,dXTPase,padloc,1579139,GCA_004006875.1,CP024172.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
908560,kiwa,padloc,910106,GCA_004006875.1,CP024172.1,Kiwa,Unknown,kiwa,Kiwa
1129713,wadjet_type_I,padloc,1136464,GCA_004006875.1,CP024172.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
2750948,zorya_type_III,padloc,2755724,GCA_004006875.1,CP024172.1,Zorya,Unknown,zorya_type_III,Zorya III
395952,AbiE,padloc,397557,GCA_004006935.1,CP024173.1,AbiE,Abi,AbiE,AbiE
951422,GAO_19,padloc,954158,GCA_004006935.1,CP024173.1,GAO_19,Unknown,GAO_19,GAO_19
314838,RM_type_II,padloc,318035,GCA_004006935.1,CP024173.1,RM,RM,RM_type_II,RM II
67891,dXTPase,padloc,69045,GCA_004006935.1,CP024173.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
523282,hachiman_type_II,padloc,527152,GCA_004006935.1,CP024173.1,Hachiman,Unknown,hachiman_type_II,Hachiman II
1180908,zorya_type_III,padloc,1185477,GCA_004006935.1,CP024173.1,Zorya,Unknown,zorya_type_III,Zorya III
397477,AbiE,padloc,399082,GCA_004007035.1,CP024174.1,AbiE,Abi,AbiE,AbiE
314723,RM_type_II,padloc,317920,GCA_004007035.1,CP024174.1,RM,RM,RM_type_II,RM II
67819,dXTPase,padloc,68973,GCA_004007035.1,CP024174.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
993995,zorya_type_III,padloc,998570,GCA_004007035.1,CP024174.1,Zorya,Unknown,zorya_type_III,Zorya III
3883128,dXTPase,padloc,3884282,GCA_004007095.1,CP025343.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3885198,dXTPase,padloc,3886352,GCA_004007155.1,CP025344.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3876826,dXTPase,padloc,3877980,GCA_004007215.1,CP025345.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3881047,dXTPase,padloc,3882201,GCA_004007275.1,CP025346.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3884177,dXTPase,padloc,3885331,GCA_004007335.1,CP025349.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3885231,dXTPase,padloc,3886385,GCA_004007415.1,CP025350.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3881063,dXTPase,padloc,3882217,GCA_004007475.1,CP025342.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3882104,dXTPase,padloc,3883258,GCA_004007535.1,CP025347.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3885245,dXTPase,padloc,3886399,GCA_004007625.1,CP025348.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
397478,AbiE,padloc,399083,GCA_004008035.1,CP025067.1,AbiE,Abi,AbiE,AbiE
314724,RM_type_II,padloc,317921,GCA_004008035.1,CP025067.1,RM,RM,RM_type_II,RM II
67820,dXTPase,padloc,68974,GCA_004008035.1,CP025067.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
993979,zorya_type_III,padloc,998554,GCA_004008035.1,CP025067.1,Zorya,Unknown,zorya_type_III,Zorya III
861751,RM_type_I,padloc,867788,GCA_004008095.1,CP025069.1,RM,RM,RM_type_I,RM I
299153,RM_type_II,padloc,302365,GCA_004008095.1,CP025069.1,RM,RM,RM_type_II,RM II
496542,cbass_type_I,padloc,497982,GCA_004008095.1,CP025069.1,CBASS,Abi,cbass_type_I,CBASS I
68515,dXTPase,padloc,69669,GCA_004008095.1,CP025069.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
486894,hachiman_type_I,padloc,489826,GCA_004008095.1,CP025069.1,Hachiman,Unknown,hachiman_type_I,Hachiman I
1098625,zorya_type_III,padloc,1103227,GCA_004008095.1,CP025069.1,Zorya,Unknown,zorya_type_III,Zorya III
397477,AbiE,padloc,399082,GCA_004008155.1,CP025068.1,AbiE,Abi,AbiE,AbiE
314723,RM_type_II,padloc,317920,GCA_004008155.1,CP025068.1,RM,RM,RM_type_II,RM II
67819,dXTPase,padloc,68973,GCA_004008155.1,CP025068.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
993991,zorya_type_III,padloc,998566,GCA_004008155.1,CP025068.1,Zorya,Unknown,zorya_type_III,Zorya III
399085,AbiE,padloc,400690,GCA_004008215.1,CP025072.1,AbiE,Abi,AbiE,AbiE
316331,RM_type_II,padloc,319528,GCA_004008215.1,CP025072.1,RM,RM,RM_type_II,RM II
67819,dXTPase,padloc,68973,GCA_004008215.1,CP025072.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
995598,zorya_type_III,padloc,1000173,GCA_004008215.1,CP025072.1,Zorya,Unknown,zorya_type_III,Zorya III
397477,AbiE,padloc,399082,GCA_004008295.1,CP025070.1,AbiE,Abi,AbiE,AbiE
314723,RM_type_II,padloc,317920,GCA_004008295.1,CP025070.1,RM,RM,RM_type_II,RM II
67819,dXTPase,padloc,68973,GCA_004008295.1,CP025070.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
993921,zorya_type_III,padloc,998496,GCA_004008295.1,CP025070.1,Zorya,Unknown,zorya_type_III,Zorya III
397477,AbiE,padloc,399082,GCA_004008355.1,CP025071.1,AbiE,Abi,AbiE,AbiE
314723,RM_type_II,padloc,317920,GCA_004008355.1,CP025071.1,RM,RM,RM_type_II,RM II
67819,dXTPase,padloc,68973,GCA_004008355.1,CP025071.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
993919,zorya_type_III,padloc,998494,GCA_004008355.1,CP025071.1,Zorya,Unknown,zorya_type_III,Zorya III
3887294,dXTPase,padloc,3888448,GCA_004008415.1,CP025073.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3883300,dXTPase,padloc,3884454,GCA_004008475.1,CP025353.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3879986,dXTPase,padloc,3881140,GCA_004008555.1,CP025354.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3883146,dXTPase,padloc,3884300,GCA_004008595.1,CP025355.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3873767,dXTPase,padloc,3874921,GCA_004008655.1,CP025357.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3881186,dXTPase,padloc,3882340,GCA_004008715.1,CP025356.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3863316,dXTPase,padloc,3864470,GCA_004008795.1,CP025360.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3882103,dXTPase,padloc,3883257,GCA_004008855.1,CP025365.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3887808,dXTPase,padloc,3888962,GCA_004008915.1,CP025366.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3879364,dXTPase,padloc,3880518,GCA_004008935.1,CP025369.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3880000,dXTPase,padloc,3881154,GCA_004008955.1,CP025370.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
208232,dXTPase,padloc,209386,GCA_004008975.1,CP025371.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3882448,dXTPase,padloc,3883602,GCA_004008995.1,CP025372.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3882102,dXTPase,padloc,3883256,GCA_004009015.1,CP025374.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3883125,dXTPase,padloc,3884279,GCA_004009035.1,CP025375.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3883145,dXTPase,padloc,3884299,GCA_004009055.1,CP025378.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3880981,dXTPase,padloc,3882135,GCA_004009075.1,CP025379.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3884471,dXTPase,padloc,3885625,GCA_004009095.1,CP025380.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3877574,dXTPase,padloc,3878728,GCA_004009115.1,CP025381.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3882096,dXTPase,padloc,3883250,GCA_004009135.1,CP025382.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3877867,dXTPase,padloc,3879021,GCA_004009155.1,CP025385.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3883105,dXTPase,padloc,3884259,GCA_004009175.1,CP025386.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3880004,dXTPase,padloc,3881158,GCA_004009195.1,CP025387.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3883420,dXTPase,padloc,3884574,GCA_004009215.1,CP025352.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
192122,dXTPase,padloc,193276,GCA_004009235.1,CP025351.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3881030,dXTPase,padloc,3882184,GCA_004009255.1,CP025358.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3884192,dXTPase,padloc,3885346,GCA_004009275.1,CP025359.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3887343,dXTPase,padloc,3888497,GCA_004009295.1,CP025361.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3882030,dXTPase,padloc,3883184,GCA_004009315.1,CP025362.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3882089,dXTPase,padloc,3883243,GCA_004009335.1,CP025363.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3879992,dXTPase,padloc,3881146,GCA_004009355.1,CP025364.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3883682,dXTPase,padloc,3884836,GCA_004009375.1,CP025367.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3881036,dXTPase,padloc,3882190,GCA_004009395.1,CP025368.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3881057,dXTPase,padloc,3882211,GCA_004009415.1,CP025373.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
192121,dXTPase,padloc,193275,GCA_004009435.1,CP025376.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3883119,dXTPase,padloc,3884273,GCA_004009455.1,CP025377.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3882093,dXTPase,padloc,3883247,GCA_004009475.1,CP025383.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3884159,dXTPase,padloc,3885313,GCA_004009495.1,CP025384.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3887359,dXTPase,padloc,3888513,GCA_004009515.1,CP025388.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3877584,dXTPase,padloc,3878738,GCA_004009535.1,CP025479.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3878946,dXTPase,padloc,3880100,GCA_004009555.1,CP025480.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3884184,dXTPase,padloc,3885338,GCA_004009575.1,CP025477.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3881496,dXTPase,padloc,3882650,GCA_004009595.1,CP025478.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
377346,RM_type_I,padloc,383449,GCA_004009615.1,CP025521.1,RM,RM,RM_type_I,RM I
70418,dXTPase,padloc,71545,GCA_004009615.1,CP025521.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3755475,retron_V,padloc,3756852,GCA_004009615.1,CP025521.1,Retron,Retron,retron_V,Retron V
731398,zorya_type_III,padloc,736484,GCA_004009615.1,CP025521.1,Zorya,Unknown,zorya_type_III,Zorya III
3880797,dXTPase,padloc,3881951,GCA_004009635.1,CP025528.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3897598,dXTPase,padloc,3898752,GCA_004009655.1,CP025529.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3880013,dXTPase,padloc,3881167,GCA_004009675.1,CP025523.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3883147,dXTPase,padloc,3884301,GCA_004009695.1,CP025524.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
4023873,dXTPase,padloc,4025027,GCA_004009715.1,CP025527.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3884362,dXTPase,padloc,3885516,GCA_004009735.1,CP025531.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
510708,RM_type_I,padloc,517585,GCA_004009755.1,CP025522.1,RM,RM,RM_type_I,RM I
3035359,RM_type_III,padloc,3039812,GCA_004009755.1,CP025522.1,RM,RM,RM_type_III,RM III
70404,dXTPase,padloc,71531,GCA_004009755.1,CP025522.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
736804,zorya_type_III,padloc,741890,GCA_004009755.1,CP025522.1,Zorya,Unknown,zorya_type_III,Zorya III
3888369,dXTPase,padloc,3889523,GCA_004009775.1,CP025525.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3922563,dXTPase,padloc,3923717,GCA_004009795.1,CP025526.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
4062079,dXTPase,padloc,4063233,GCA_004009815.1,CP025530.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1807367,AbiD,padloc,1808272,GCA_004022565.1,CP022987.1,AbiD,Abi,AbiD,AbiD
45508,AbiE,padloc,47174,GCA_004022565.1,CP022987.1,AbiE,Abi,AbiE,AbiE
2444533,AbiE,padloc,2446201,GCA_004022565.1,CP022987.1,AbiE,Abi,AbiE,AbiE
33785,RM_type_I,padloc,39883,GCA_004022565.1,CP022987.1,RM,RM,RM_type_I,RM I
3041209,dXTPase,padloc,3042336,GCA_004022565.1,CP022987.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1300719,ApeA,padloc,1302530,GCA_004114795.1,CP035311.1,ApeA,Unknown,ApeA,ApeA
2752834,RM_type_I,padloc,2759791,GCA_004114795.1,CP035311.1,RM,RM,RM_type_I,RM I
3057631,RM_type_III,padloc,3062584,GCA_004114795.1,CP035311.1,RM,RM,RM_type_III,RM III
3015301,cas_type_I-C,padloc,3023951,GCA_004114795.1,CP035311.1,CRISPR,CRISPR,cas_type_I-C,CRISPR I-C
3960926,dXTPase,padloc,3962062,GCA_004114795.1,CP035311.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
346667,zorya_type_III,padloc,351004,GCA_004114795.1,CP035311.1,Zorya,Unknown,zorya_type_III,Zorya III
1891110,RM_type_I,padloc,1897792,GCA_004136295.1,CP029606.1,RM,RM,RM_type_I,RM I
1658963,RM_type_II,padloc,1662021,GCA_004136295.1,CP029606.1,RM,RM,RM_type_II,RM II
1926265,wadjet_type_I,padloc,1933215,GCA_004136295.1,CP029606.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
16216,PifA,padloc,18357,GCA_004193915.1,CP030849.1,PifA,Abi,PifA,PifA
25573,RM_type_II,padloc,27093,GCA_004193915.1,CP030849.1,RM,RM,RM_type_II,RM II
1665945,RM_type_IV,padloc,1667567,GCA_004193915.1,CP030849.1,RM,RM,RM_type_IV,RM IV
4653820,dXTPase,padloc,4654956,GCA_004193915.1,CP030849.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
4599367,AVAST_type_II,padloc,4603797,GCA_004209755.1,CP035913.1,AVAST,Unknown,AVAST_type_II,AVAST II
2279650,RM_type_I,padloc,2285892,GCA_004209755.1,CP035913.1,RM,RM,RM_type_I,RM I
2294681,RM_type_IV,padloc,2295604,GCA_004209755.1,CP035913.1,RM,RM,RM_type_IV,RM IV
4611665,RM_type_IV,padloc,4612456,GCA_004209755.1,CP035913.1,RM,RM,RM_type_IV,RM IV
2582072,dXTPase,padloc,2583202,GCA_004209755.1,CP035913.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
4998293,dXTPase,padloc,4999513,GCA_004209755.1,CP035913.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
2285894,septu_type_I,padloc,2288577,GCA_004209755.1,CP035913.1,Septu,Unknown,septu_type_I,Septu I
4610346,septu_type_I,padloc,4612456,GCA_004209755.1,CP035913.1,Septu,Unknown,septu_type_I,Septu I
1480350,AbiE,padloc,1482018,GCA_004319585.1,CP036294.1,AbiE,Abi,AbiE,AbiE
2324273,RM_type_I,padloc,2335031,GCA_004319585.1,CP036294.1,RM,RM,RM_type_I,RM I
1459450,RM_type_IIG,padloc,1463787,GCA_004319585.1,CP036294.1,RM,RM,RM_type_IIG,RM IIG
1450965,disarm_type_I,padloc,1467553,GCA_004319585.1,CP036294.1,DISARM,RM,disarm_type_I,DISARM I
2327283,gabija,padloc,2330881,GCA_004319585.1,CP036294.1,Gabija,Unknown,gabija,Gabija
7005737,AbiD,padloc,7006831,GCA_004322755.1,CP036401.1,AbiD,Abi,AbiD,AbiD
5833235,AbiE,padloc,5834132,GCA_004322755.1,CP036401.1,AbiE,Abi,AbiE,AbiE
6623464,RM_type_I,padloc,6632169,GCA_004322755.1,CP036401.1,RM,RM,RM_type_I,RM I
6116677,RM_type_IV,padloc,6119880,GCA_004322755.1,CP036401.1,RM,RM,RM_type_IV,RM IV
1590848,dXTPase,padloc,1592065,GCA_004322755.1,CP036401.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
6418726,dXTPase,padloc,6419856,GCA_004322755.1,CP036401.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1654925,zorya_type_III,padloc,1659986,GCA_004323015.1,CP036451.1,Zorya,Unknown,zorya_type_III,Zorya III
42142,RM_type_III,padloc,47245,GCA_004323015.1,CP036452.1,RM,RM,RM_type_III,RM III
3583603,dXTPase,padloc,3584835,GCA_004323015.1,CP036452.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
800904,thoeris_type_I,padloc,802305,GCA_004323015.1,CP036452.1,Thoeris,Abi,thoeris_type_I,Thoeris I
42137,RM_type_III,padloc,47240,GCA_004323035.1,CP036454.1,RM,RM,RM_type_III,RM III
3580163,dXTPase,padloc,3581395,GCA_004323035.1,CP036454.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
797758,thoeris_type_I,padloc,799159,GCA_004323035.1,CP036454.1,Thoeris,Abi,thoeris_type_I,Thoeris I
4347092,AbiE,padloc,4348697,GCA_004323615.2,AP019378.2,AbiE,Abi,AbiE,AbiE
4428254,RM_type_II,padloc,4431400,GCA_004323615.2,AP019378.2,RM,RM,RM_type_II,RM II
4677201,dXTPase,padloc,4678355,GCA_004323615.2,AP019378.2,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3747801,zorya_type_III,padloc,3752376,GCA_004323615.2,AP019378.2,Zorya,Unknown,zorya_type_III,Zorya III
1392302,cbass_type_I,padloc,1394703,GCA_004328645.1,CP031395.1,CBASS,Abi,cbass_type_I,CBASS I
1714553,dXTPase,padloc,1715713,GCA_004328645.1,CP031395.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1651906,zorya_type_III,padloc,1656979,GCA_004348055.1,CP037757.1,Zorya,Unknown,zorya_type_III,Zorya III
568318,DRT_type_III,padloc,571717,GCA_004348055.1,CP037758.1,DRT,Unknown,DRT_type_III,DRT III
42139,RM_type_III,padloc,47242,GCA_004348055.1,CP037758.1,RM,RM,RM_type_III,RM III
3571255,dXTPase,padloc,3572487,GCA_004348055.1,CP037758.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
42144,RM_type_III,padloc,47247,GCA_004348075.1,CP037760.1,RM,RM,RM_type_III,RM III
3566728,dXTPase,padloc,3567960,GCA_004348075.1,CP037760.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
2581581,AbiE,padloc,2582944,GCA_004353865.1,CP037867.1,AbiE,Abi,AbiE,AbiE
2919328,RM_type_I,padloc,2927490,GCA_004353865.1,CP037867.1,RM,RM,RM_type_I,RM I
2439779,RM_type_II,padloc,2441913,GCA_004353865.1,CP037867.1,RM,RM,RM_type_II,RM II
3351756,cas_type_I-E,padloc,3359944,GCA_004353865.1,CP037867.1,CRISPR,CRISPR,cas_type_I-E,CRISPR I-E
3319573,gabija,padloc,3323861,GCA_004353865.1,CP037867.1,Gabija,Unknown,gabija,Gabija
2560977,hachiman_type_I,padloc,2565259,GCA_004353865.1,CP037867.1,Hachiman,Unknown,hachiman_type_I,Hachiman I
2928405,pycsar_unknown,padloc,2929103,GCA_004353865.1,CP037867.1,Pyscar,Abi,pycsar_unknown,Pycsar
2933199,pycsar_unknown,padloc,2934767,GCA_004353865.1,CP037867.1,Pyscar,Abi,pycsar_unknown,Pycsar
1104865,zorya_type_III,padloc,1108844,GCA_004353865.1,CP037867.1,Zorya,Unknown,zorya_type_III,Zorya III
18990,RM_type_II,padloc,21493,GCA_004353865.1,CP037868.1,RM,RM,RM_type_II,RM II
42148,RM_type_III,padloc,47251,GCA_004367665.1,CP037974.1,RM,RM,RM_type_III,RM III
3554449,dXTPase,padloc,3555681,GCA_004367665.1,CP037974.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
772073,thoeris_type_I,padloc,773474,GCA_004367665.1,CP037974.1,Thoeris,Abi,thoeris_type_I,Thoeris I
1667438,zorya_type_III,padloc,1672526,GCA_004367685.1,CP037969.1,Zorya,Unknown,zorya_type_III,Zorya III
587674,DRT_type_III,padloc,591073,GCA_004367685.1,CP037970.1,DRT,Unknown,DRT_type_III,DRT III
42140,RM_type_III,padloc,47243,GCA_004367685.1,CP037970.1,RM,RM,RM_type_III,RM III
3586174,dXTPase,padloc,3587406,GCA_004367685.1,CP037970.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
42143,RM_type_III,padloc,47246,GCA_004367705.1,CP037976.1,RM,RM,RM_type_III,RM III
3568297,dXTPase,padloc,3569529,GCA_004367705.1,CP037976.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1646332,zorya_type_III,padloc,1651405,GCA_004367725.1,CP037971.1,Zorya,Unknown,zorya_type_III,Zorya III
42148,RM_type_III,padloc,47251,GCA_004367725.1,CP037972.1,RM,RM,RM_type_III,RM III
3555369,dXTPase,padloc,3556601,GCA_004367725.1,CP037972.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
772831,thoeris_type_I,padloc,774232,GCA_004367725.1,CP037972.1,Thoeris,Abi,thoeris_type_I,Thoeris I
1837345,AbiE,padloc,1838269,GCA_004367745.1,CP037993.1,AbiE,Abi,AbiE,AbiE
371067,RM_type_I,padloc,377664,GCA_004367745.1,CP037993.1,RM,RM,RM_type_I,RM I
5018939,RM_type_IV,padloc,5020234,GCA_004367745.1,CP037993.1,RM,RM,RM_type_IV,RM IV
4843583,dXTPase,padloc,4844734,GCA_004367745.1,CP037993.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3316488,retron_VI,padloc,3318081,GCA_004367745.1,CP037993.1,Retron,Retron,retron_VI,Retron VI
5018067,septu_type_I,padloc,5020234,GCA_004367745.1,CP037993.1,Septu,Unknown,septu_type_I,Septu I
5549583,TIR-NLR,padloc,5552069,GCA_004421005.1,CP038026.1,Rst_TIR-NLR,Unknown,TIR-NLR,TIR-NLR
1704274,dXTPase,padloc,1705500,GCA_004421005.1,CP038026.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
4261130,dXTPase,padloc,4262266,GCA_004421005.1,CP038026.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3397803,retron_XIII,padloc,3404675,GCA_004421005.1,CP038026.1,Retron,Retron,retron_XIII,Retron XIII
266276,PT_SspABCD,padloc,271372,GCA_004524855.1,CP038148.1,Ssp,RM,PT_SspABCD,SspABCD
263851,PT_SspE,padloc,266247,GCA_004524855.1,CP038148.1,Ssp,RM,PT_SspE,SspE
3112890,RM_type_II,padloc,3114689,GCA_004524855.1,CP038148.1,RM,RM,RM_type_II,RM II
1002214,dXTPase,padloc,1003362,GCA_004524855.1,CP038148.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
